,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Date_formatted,season,season_name,Hour,time_of_day,Month,Day,rating_label,Cummulative_Sales
145,458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.88,291.44,3/8/2019,17:11:00,Credit card,277.56,4.76,13.88,9.5,2019-03-08,2,Spring,17,Evening,3,8,Very High,244772.82000000004
95,594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.86,102.02,3/8/2019,20:38:00,Ewallet,97.16,4.76,4.86,7.2,2019-03-08,2,Spring,20,Evening,3,8,Moderate,244874.84000000003
356,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.77,394.28,3/8/2019,20:01:00,Credit card,375.5,4.76,18.77,9.3,2019-03-08,2,Spring,20,Evening,3,8,Very High,245269.12000000002
438,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.41,71.57,3/8/2019,20:15:00,Ewallet,68.16,4.76,3.41,7.0,2019-03-08,2,Spring,20,Evening,3,8,Moderate,245340.69000000003
84,360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.23,256.78,3/9/2019,10:17:00,Cash,244.55,4.76,12.23,6.6,2019-03-09,2,Spring,10,Morning,3,9,Moderate,245597.47000000003
729,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.26,383.52,3/9/2019,10:54:00,Cash,365.26,4.76,18.26,9.3,2019-03-09,2,Spring,10,Morning,3,9,Very High,245980.99000000002
611,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.54,935.27,3/9/2019,11:23:00,Cash,890.73,4.76,44.54,6.7,2019-03-09,2,Spring,11,Morning,3,9,Moderate,246916.26
393,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45:00,Credit card,522.6,4.76,26.13,6.2,2019-03-09,2,Spring,12,Morning,3,9,Low,247464.99000000002
626,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.09,127.83,3/9/2019,12:37:00,Ewallet,121.74,4.76,6.09,8.7,2019-03-09,2,Spring,12,Morning,3,9,High,247592.82
585,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.34,217.18,3/9/2019,13:53:00,Credit card,206.84,4.76,10.34,9.8,2019-03-09,2,Spring,13,Noon,3,9,Very High,247810.0
755,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.92,817.24,3/9/2019,13:18:00,Credit card,778.32,4.76,38.92,6.2,2019-03-09,2,Spring,13,Noon,3,9,Low,248627.24
124,268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.59,474.35,3/9/2019,14:57:00,Ewallet,451.76,4.76,22.59,7.3,2019-03-09,2,Spring,14,Noon,3,9,Moderate,249101.59
433,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.44,702.22,3/9/2019,14:36:00,Credit card,668.78,4.76,33.44,9.6,2019-03-09,2,Spring,14,Noon,3,9,Very High,249803.81
424,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.81,17.09,3/9/2019,15:36:00,Cash,16.28,4.76,0.81,5.0,2019-03-09,2,Spring,15,Noon,3,9,Very low,249820.9
11,529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.1,107.14,3/9/2019,17:03:00,Cash,102.04,4.76,5.1,6.8,2019-03-09,2,Spring,17,Evening,3,9,Moderate,249928.04
122,219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.98,944.62,3/9/2019,17:26:00,Credit card,899.64,4.76,44.98,4.2,2019-03-09,2,Spring,17,Evening,3,9,Very low,250872.66
45,132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.79,394.63,3/9/2019,18:00:00,Cash,375.84,4.76,18.79,9.5,2019-03-09,2,Spring,18,Evening,3,9,Very High,251267.29
73,841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.77,478.23,3/9/2019,18:21:00,Cash,455.46,4.76,22.77,8.7,2019-03-09,2,Spring,18,Evening,3,9,High,251745.52000000002
234,157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24:00,Ewallet,519.4,4.76,25.97,6.5,2019-03-09,2,Spring,18,Evening,3,9,Moderate,252290.89
326,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.94,523.84,3/9/2019,19:09:00,Cash,498.9,4.76,24.94,5.4,2019-03-09,2,Spring,19,Evening,3,9,Low,252814.73
27,189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,8.77,184.11,3/10/2019,12:17:00,Credit card,175.34,4.76,8.77,7.7,2019-03-10,2,Spring,12,Morning,3,10,High,252998.84
735,607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.98,860.48,3/10/2019,12:39:00,Credit card,819.5,4.76,40.98,6.0,2019-03-10,2,Spring,12,Morning,3,10,Low,253859.32
389,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.38,133.92,3/10/2019,14:04:00,Credit card,127.54,4.76,6.38,6.6,2019-03-10,2,Spring,14,Noon,3,10,Moderate,253993.24000000002
920,246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.11,338.22,3/10/2019,15:06:00,Credit card,322.11,4.76,16.11,5.1,2019-03-10,2,Spring,15,Noon,3,10,Very low,254331.46000000002
447,453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.86,144.08,3/10/2019,17:38:00,Credit card,137.22,4.76,6.86,6.5,2019-03-10,2,Spring,17,Evening,3,10,Moderate,254475.54
125,668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.79,688.62,3/10/2019,18:44:00,Credit card,655.83,4.76,32.79,4.5,2019-03-10,2,Spring,18,Evening,3,10,Very low,255164.16
219,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.6,180.62,3/10/2019,18:59:00,Credit card,172.02,4.76,8.6,7.9,2019-03-10,2,Spring,18,Evening,3,10,High,255344.78
413,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.88,81.4,3/10/2019,18:55:00,Ewallet,77.52,4.76,3.88,6.6,2019-03-10,2,Spring,18,Evening,3,10,Moderate,255426.18
978,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.27,26.72,3/10/2019,18:10:00,Credit card,25.45,4.76,1.27,5.1,2019-03-10,2,Spring,18,Evening,3,10,Very low,255452.9
36,129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.66,328.76,3/10/2019,19:15:00,Ewallet,313.1,4.76,15.66,7.0,2019-03-10,2,Spring,19,Evening,3,10,Moderate,255781.66
572,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.55,74.46,3/10/2019,19:35:00,Ewallet,70.91,4.76,3.55,8.3,2019-03-10,2,Spring,19,Evening,3,10,High,255856.12
992,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.8,121.86,3/10/2019,20:46:00,Ewallet,116.06,4.76,5.8,8.8,2019-03-10,2,Spring,20,Evening,3,10,Very High,255977.97999999998
16,656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,24.13,506.64,3/11/2019,11:03:00,Credit card,482.51,4.76,24.13,4.6,2019-03-11,2,Spring,11,Morning,3,11,Very low,256484.62
229,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,3/11/2019,12:55:00,Ewallet,507.36,4.76,25.37,7.4,2019-03-11,2,Spring,12,Morning,3,11,Moderate,257017.35
241,448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.98,125.52,3/11/2019,12:01:00,Credit card,119.54,4.76,5.98,5.8,2019-03-11,2,Spring,12,Morning,3,11,Low,257142.87
917,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.93,397.61,3/11/2019,12:04:00,Cash,378.68,4.76,18.93,6.8,2019-03-11,2,Spring,12,Morning,3,11,Moderate,257540.47999999998
386,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.03,294.65,3/11/2019,13:37:00,Cash,280.62,4.76,14.03,6.0,2019-03-11,2,Spring,13,Noon,3,11,Low,257835.12999999998
534,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28:00,Ewallet,141.6,4.76,7.08,6.2,2019-03-11,2,Spring,13,Noon,3,11,Low,257983.80999999997
19,319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,3/11/2019,15:30:00,Ewallet,80.6,4.76,4.03,4.4,2019-03-11,2,Spring,15,Noon,3,11,Very low,258068.43999999997
214,891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,217.63,3/11/2019,15:53:00,Cash,207.27,4.76,10.36,6.5,2019-03-11,2,Spring,15,Noon,3,11,Moderate,258286.06999999998
151,584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.1,254.02,3/11/2019,16:07:00,Credit card,241.92,4.76,12.1,7.3,2019-03-11,2,Spring,16,Noon,3,11,Moderate,258540.08999999997
318,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.38,218.07,3/11/2019,18:58:00,Credit card,207.69,4.76,10.38,8.1,2019-03-11,2,Spring,18,Evening,3,11,High,258758.15999999997
969,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.62,181.07,3/11/2019,19:44:00,Credit card,172.45,4.76,8.62,9.0,2019-03-11,2,Spring,19,Evening,3,11,Very High,258939.22999999998
834,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.26,299.37,3/12/2019,11:01:00,Ewallet,285.11,4.76,14.26,5.4,2019-03-12,2,Spring,11,Morning,3,12,Low,259238.59999999998
93,152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.96,608.2,3/12/2019,12:09:00,Credit card,579.24,4.76,28.96,8.6,2019-03-12,2,Spring,12,Morning,3,12,High,259846.8
265,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43:00,Credit card,688.8,4.76,34.44,8.7,2019-03-12,2,Spring,12,Morning,3,12,High,260570.03999999998
231,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.59,33.36,3/12/2019,13:52:00,Credit card,31.77,4.76,1.59,8.7,2019-03-12,2,Spring,13,Noon,3,12,High,260603.39999999997
284,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.53,200.21,3/12/2019,14:21:00,Cash,190.68,4.76,9.53,9.1,2019-03-12,2,Spring,14,Noon,3,12,Very High,260803.60999999996
301,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.95,40.96,3/12/2019,16:46:00,Credit card,39.01,4.76,1.95,4.7,2019-03-12,2,Spring,16,Noon,3,12,Very low,260844.56999999995
327,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.85,395.89,3/12/2019,16:30:00,Cash,377.04,4.76,18.85,8.6,2019-03-12,2,Spring,16,Noon,3,12,High,261240.45999999996
198,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,3/12/2019,19:58:00,Credit card,166.0,4.76,8.3,8.2,2019-03-12,2,Spring,19,Evening,3,12,High,261414.75999999995
325,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,410.51,3/12/2019,19:53:00,Ewallet,390.96,4.76,19.55,6.4,2019-03-12,2,Spring,19,Evening,3,12,Low,261825.26999999996
691,266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.26,404.54,3/12/2019,19:39:00,Ewallet,385.28,4.76,19.26,5.2,2019-03-12,2,Spring,19,Evening,3,12,Very low,262229.80999999994
59,120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.18,192.84,3/12/2019,20:36:00,Cash,183.66,4.76,9.18,9.3,2019-03-12,2,Spring,20,Evening,3,12,Very High,262422.64999999997
401,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.24,194.12,3/12/2019,20:04:00,Credit card,184.88,4.76,9.24,6.2,2019-03-12,2,Spring,20,Evening,3,12,Low,262616.76999999996
294,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190.16,3/13/2019,11:46:00,Ewallet,181.1,4.76,9.06,5.9,2019-03-13,2,Spring,11,Morning,3,13,Low,262806.92999999993
688,173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.29,153.05,3/13/2019,12:51:00,Cash,145.76,4.76,7.29,6.1,2019-03-13,2,Spring,12,Morning,3,13,Low,262959.9799999999
888,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.88,102.4,3/13/2019,12:47:00,Ewallet,97.52,4.76,4.88,6.8,2019-03-13,2,Spring,12,Morning,3,13,Moderate,263062.37999999995
396,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.57,284.92,3/13/2019,14:16:00,Ewallet,271.35,4.76,13.57,4.6,2019-03-13,2,Spring,14,Noon,3,13,Very low,263347.29999999993
871,584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.82,59.32,3/13/2019,15:45:00,Ewallet,56.5,4.76,2.82,9.6,2019-03-13,2,Spring,15,Noon,3,13,Very High,263406.61999999994
65,877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.94,166.64,3/13/2019,16:40:00,Cash,158.7,4.76,7.94,5.8,2019-03-13,2,Spring,16,Noon,3,13,Low,263573.25999999995
123,336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.56,536.84,3/13/2019,19:52:00,Credit card,511.28,4.76,25.56,4.6,2019-03-13,2,Spring,19,Evening,3,13,Very low,264110.1
162,101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.03,336.56,3/13/2019,19:44:00,Credit card,320.53,4.76,16.03,7.0,2019-03-13,2,Spring,19,Evening,3,13,Moderate,264446.66
262,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22:00,Cash,153.2,4.76,7.66,5.7,2019-03-13,2,Spring,19,Evening,3,13,Low,264607.51999999996
490,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48:00,Ewallet,69.4,4.76,3.47,8.2,2019-03-13,2,Spring,19,Evening,3,13,High,264680.38999999996
333,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.35,49.31,3/14/2019,11:21:00,Credit card,46.96,4.76,2.35,7.9,2019-03-14,2,Spring,11,Morning,3,14,High,264729.69999999995
588,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.8,625.9,3/14/2019,11:07:00,Cash,596.1,4.76,29.8,5.3,2019-03-14,2,Spring,11,Morning,3,14,Low,265355.6
750,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.46,93.74,3/14/2019,11:16:00,Ewallet,89.28,4.76,4.46,4.1,2019-03-14,2,Spring,11,Morning,3,14,Very low,265449.33999999997
513,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.84,731.69,3/14/2019,12:07:00,Cash,696.85,4.76,34.84,7.6,2019-03-14,2,Spring,12,Morning,3,14,High,266181.02999999997
560,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.71,203.93,3/14/2019,12:32:00,Cash,194.22,4.76,9.71,7.3,2019-03-14,2,Spring,12,Morning,3,14,Moderate,266384.95999999996
924,457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.57,221.89,3/14/2019,13:49:00,Ewallet,211.32,4.76,10.57,6.5,2019-03-14,2,Spring,13,Noon,3,14,Moderate,266606.85
627,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41:00,Cash,825.8,4.76,41.29,5.0,2019-03-14,2,Spring,14,Noon,3,14,Very low,267473.94
655,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.35,49.42,3/14/2019,14:13:00,Credit card,47.07,4.76,2.35,5.8,2019-03-14,2,Spring,14,Noon,3,14,Low,267523.36
982,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,43.87,921.19,3/14/2019,14:19:00,Ewallet,877.32,4.76,43.87,7.4,2019-03-14,2,Spring,14,Noon,3,14,Moderate,268444.55
916,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.14,44.99,3/14/2019,15:36:00,Credit card,42.85,4.76,2.14,9.3,2019-03-14,2,Spring,15,Noon,3,14,Very High,268489.54
815,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.28,446.96,3/14/2019,16:45:00,Ewallet,425.68,4.76,21.28,5.0,2019-03-14,2,Spring,16,Noon,3,14,Very low,268936.5
266,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.09,148.97,3/14/2019,17:22:00,Credit card,141.88,4.76,7.09,6.9,2019-03-14,2,Spring,17,Evening,3,14,Moderate,269085.47
291,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.75,204.7,3/14/2019,17:20:00,Ewallet,194.95,4.76,9.75,6.0,2019-03-14,2,Spring,17,Evening,3,14,Low,269290.17
372,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.03,441.69,3/14/2019,17:54:00,Ewallet,420.66,4.76,21.03,5.2,2019-03-14,2,Spring,17,Evening,3,14,Very low,269731.86
617,840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.98,461.53,3/14/2019,18:10:00,Ewallet,439.55,4.76,21.98,4.4,2019-03-14,2,Spring,18,Evening,3,14,Very low,270193.39
352,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402.27,3/14/2019,19:02:00,Credit card,383.11,4.76,19.16,8.5,2019-03-14,2,Spring,19,Evening,3,14,High,270595.66000000003
366,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.09,484.97,3/14/2019,19:33:00,Cash,461.88,4.76,23.09,5.6,2019-03-14,2,Spring,19,Evening,3,14,Low,271080.63
602,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35:00,Ewallet,775.6,4.76,38.78,6.9,2019-03-14,2,Spring,20,Evening,3,14,Moderate,271895.01
33,595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.66,202.82,3/15/2019,10:12:00,Credit card,193.16,4.76,9.66,5.1,2019-03-15,2,Spring,10,Morning,3,15,Very low,272097.83
397,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.12,128.43,3/15/2019,10:26:00,Cash,122.31,4.76,6.12,5.8,2019-03-15,2,Spring,10,Morning,3,15,Low,272226.26
798,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.64,97.42,3/15/2019,10:50:00,Credit card,92.78,4.76,4.64,9.8,2019-03-15,2,Spring,10,Morning,3,15,Very High,272323.68
201,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.5,241.46,3/15/2019,11:57:00,Cash,229.96,4.76,11.5,6.6,2019-03-15,2,Spring,11,Morning,3,15,Moderate,272565.14
22,273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,3/15/2019,12:20:00,Credit card,66.4,4.76,3.32,4.4,2019-03-15,2,Spring,12,Morning,3,15,Very low,272634.86
594,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05:00,Cash,290.4,4.76,14.52,5.3,2019-03-15,2,Spring,13,Noon,3,15,Low,272939.77999999997
810,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38:00,Ewallet,86.0,4.76,4.3,6.2,2019-03-15,2,Spring,14,Noon,3,15,Low,273030.07999999996
866,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.21,760.45,3/15/2019,14:48:00,Credit card,724.24,4.76,36.21,6.5,2019-03-15,2,Spring,14,Noon,3,15,Moderate,273790.52999999997
875,154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.1,548.18,3/15/2019,14:04:00,Ewallet,522.08,4.76,26.1,6.3,2019-03-15,2,Spring,14,Noon,3,15,Low,274338.70999999996
29,848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2,235.21,3/15/2019,15:36:00,Cash,224.01,4.76,11.2,7.4,2019-03-15,2,Spring,15,Noon,3,15,Moderate,274573.92
795,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.72,57.08,3/15/2019,16:26:00,Ewallet,54.36,4.76,2.72,4.3,2019-03-15,2,Spring,16,Noon,3,15,Very low,274631.0
491,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20:00,Credit card,196.6,4.76,9.83,7.2,2019-03-15,2,Spring,18,Evening,3,15,Moderate,274837.43
478,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.18,360.88,3/16/2019,10:11:00,Ewallet,343.7,4.76,17.18,6.7,2019-03-16,2,Spring,10,Morning,3,16,Moderate,275198.31
253,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22:00,Cash,95.0,4.76,4.75,5.2,2019-03-16,2,Spring,11,Morning,3,16,Very low,275298.06
452,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9,333.95,3/16/2019,12:43:00,Ewallet,318.05,4.76,15.9,4.8,2019-03-16,2,Spring,12,Morning,3,16,Very low,275632.01
728,210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.45,408.49,3/16/2019,15:33:00,Ewallet,389.04,4.76,19.45,6.8,2019-03-16,2,Spring,15,Noon,3,16,Moderate,276040.5
359,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.75,78.72,3/16/2019,16:58:00,Cash,74.97,4.76,3.75,5.6,2019-03-16,2,Spring,16,Noon,3,16,Low,276119.22
768,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.13,401.69,3/16/2019,18:51:00,Cash,382.56,4.76,19.13,7.9,2019-03-16,2,Spring,18,Evening,3,16,High,276520.91
44,617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.54,32.28,3/16/2019,19:47:00,Cash,30.74,4.76,1.54,7.2,2019-03-16,2,Spring,19,Evening,3,16,Moderate,276553.19
139,575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29.0,609.0,3/16/2019,19:25:00,Ewallet,580.0,4.76,29.0,9.2,2019-03-16,2,Spring,19,Evening,3,16,Very High,277162.19
192,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,19:08:00,Cash,790.2,4.76,39.51,9.2,2019-03-16,2,Spring,19,Evening,3,16,Very High,277991.9
862,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.08,106.6,3/17/2019,11:55:00,Credit card,101.52,4.76,5.08,4.3,2019-03-17,2,Spring,11,Morning,3,17,Very low,278098.5
603,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.35,343.41,3/17/2019,13:54:00,Ewallet,327.06,4.76,16.35,7.8,2019-03-17,2,Spring,13,Noon,3,17,High,278441.91
805,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.49,325.37,3/17/2019,16:36:00,Cash,309.88,4.76,15.49,4.2,2019-03-17,2,Spring,16,Noon,3,17,Very low,278767.27999999997
463,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.13,23.75,3/17/2019,18:58:00,Cash,22.62,4.76,1.13,6.4,2019-03-17,2,Spring,18,Evening,3,17,Low,278791.02999999997
251,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.6,369.5,3/17/2019,19:06:00,Credit card,351.9,4.76,17.6,8.4,2019-03-17,2,Spring,19,Evening,3,17,High,279160.52999999997
889,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,3/17/2019,19:53:00,Ewallet,769.2,4.76,38.46,5.6,2019-03-17,2,Spring,19,Evening,3,17,Low,279968.18999999994
633,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.96,314.06,3/18/2019,11:29:00,Ewallet,299.1,4.76,14.96,4.7,2019-03-18,2,Spring,11,Morning,3,18,Very low,280282.24999999994
722,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.62,138.98,3/18/2019,13:45:00,Credit card,132.36,4.76,6.62,7.9,2019-03-18,2,Spring,13,Noon,3,18,High,280421.2299999999
515,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.57,54.04,3/18/2019,15:52:00,Ewallet,51.47,4.76,2.57,8.5,2019-03-18,2,Spring,15,Noon,3,18,High,280475.2699999999
960,256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.6,96.58,3/18/2019,15:29:00,Cash,91.98,4.76,4.6,9.8,2019-03-18,2,Spring,15,Noon,3,18,Very High,280571.8499999999
476,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.32,174.62,3/18/2019,16:10:00,Credit card,166.3,4.76,8.32,4.2,2019-03-18,2,Spring,16,Noon,3,18,Very low,280746.4699999999
207,263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.26,299.56,3/18/2019,17:38:00,Ewallet,285.3,4.76,14.26,7.8,2019-03-18,2,Spring,17,Evening,3,18,High,281046.0299999999
303,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.24,215.0,3/18/2019,17:15:00,Credit card,204.76,4.76,10.24,4.7,2019-03-18,2,Spring,17,Evening,3,18,Very low,281261.0299999999
194,831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.18,171.73,3/19/2019,11:30:00,Credit card,163.55,4.76,8.18,9.9,2019-03-19,2,Spring,11,Morning,3,19,Very High,281432.7599999999
874,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.66,97.82,3/19/2019,11:52:00,Credit card,93.16,4.76,4.66,5.9,2019-03-19,2,Spring,11,Morning,3,19,Low,281530.5799999999
147,568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.23,277.79,3/19/2019,12:46:00,Credit card,264.56,4.76,13.23,5.6,2019-03-19,2,Spring,12,Morning,3,19,Low,281808.3699999999
637,318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16:00,Cash,46.2,4.76,2.31,6.3,2019-03-19,2,Spring,12,Morning,3,19,Low,281856.8799999999
260,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.78,709.32,3/19/2019,13:25:00,Ewallet,675.54,4.76,33.78,6.2,2019-03-19,2,Spring,13,Noon,3,19,Low,282566.1999999999
